scenario,cluster,end_use,varies_across_selection,penetration,avg_kwh_per_customer_annual,typical_kwh_per_adopter_annual,mode
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-60_80pct,dryer,False,0.53,319.353,602.553,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-60_80pct,freezer,False,0.27,276.274,1023.236,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-60_80pct,ventilation,False,0.77,184.919,240.154,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-60_80pct,indoor_lighting,False,1.0,718.86,718.86,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-60_80pct,other,False,1.0,1973.49,1973.49,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-60_80pct,pool_pump,False,0.15,489.881,3265.872,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-60_80pct,refrigeration,False,1.0,1446.873,1446.873,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-60_80pct,spa_heater,False,0.08,116.349,1454.359,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-60_80pct,spa_pump,False,0.12,42.93,357.753,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-60_80pct,television,False,0.65,376.686,579.517,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-60_80pct,washer,False,0.9,74.861,83.179,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-60_80pct,outdoor_lighting,False,0.74,237.248,320.605,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-60_80pct,water_heating,True,0.1042341702973264,297.83,2857.32,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-60_80pct,office_equipment,False,0.18,11.025,61.251,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-60_80pct,pc,False,0.83,300.065,361.524,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-60_80pct,ev_level1,True,0.4469067405355494,727.446,1627.735,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-60_80pct,ev_level2,True,0.5530932594644506,1349.926,2440.684,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-60_80pct,heating,True,0.2768865128722547,255.402,922.407,typical
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-60_80pct,cooling,True,0.8534443680148676,619.696,726.111,typical
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-60_80pct,cooking,False,0.53,342.589,646.393,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-60_80pct,dishwasher,False,0.79,88.951,112.596,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-60_80pct,dryer,False,0.53,374.22,706.075,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-60_80pct,freezer,False,0.27,372.642,1380.156,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-60_80pct,ventilation,False,0.77,228.018,296.128,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-60_80pct,indoor_lighting,False,1.0,924.809,924.809,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-60_80pct,other,False,1.0,2665.62,2665.62,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-60_80pct,pool_pump,False,0.15,606.738,4044.92,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-60_80pct,refrigeration,False,1.0,1949.073,1949.073,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-60_80pct,spa_heater,False,0.08,147.727,1846.584,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-60_80pct,spa_pump,False,0.12,56.243,468.689,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-60_80pct,television,False,0.65,492.118,757.105,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-60_80pct,washer,False,0.9,84.719,94.132,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-60_80pct,outdoor_lighting,False,0.74,305.218,412.456,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-60_80pct,water_heating,True,0.1042341702973264,371.782,3566.791,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-60_80pct,office_equipment,False,0.18,14.892,82.733,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-60_80pct,pc,False,0.83,405.302,488.315,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-60_80pct,ev_level1,True,0.4469067405355493,2314.462,5178.849,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-60_80pct,ev_level2,True,0.5530932594644506,4762.408,8610.498,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-60_80pct,heating,True,0.5811689010844858,1077.522,1854.059,typical
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-60_80pct,cooling,True,0.5552031320362306,258.79,466.118,typical
