vintage,building_type,size,climate,care,lca,lshp,customer_count
2050,res_unknown,allSize,hot_dry,Care,NoLCA,NiteFlat+Flat,5031
2050,res_unknown,allSize,hot_dry,Care,NoLCA,NitePeak,1342
2050,res_unknown,allSize,hot_dry,Care,North,allLshp,650
2050,res_unknown,allSize,hot_dry,Care,Sierra,allLshp,117662
2050,res_unknown,allSize,hot_dry,Care,Stockton,allLshp,82453
2050,res_unknown,allSize,hot_dry,nonCare,Bay,AllDay,39658
2050,res_unknown,allSize,hot_dry,nonCare,Bay,DayEve,58397
2050,res_unknown,allSize,hot_dry,nonCare,Bay,EarlyEve,150640
2050,res_unknown,allSize,hot_dry,nonCare,Bay,FlatCool,41903
2050,res_unknown,allSize,hot_dry,nonCare,Bay,LateEve,66122
2050,res_unknown,allSize,hot_dry,nonCare,Bay,MrnEve,71346
2050,res_unknown,allSize,hot_dry,nonCare,Bay,NiteFlat+Flat,31825
2050,res_unknown,allSize,hot_dry,nonCare,Bay,NitePeak,14531
2050,res_unknown,allSize,hot_dry,nonCare,Fresno,AllDay,33637
2050,res_unknown,allSize,hot_dry,nonCare,Fresno,DayEve,58319
2050,res_unknown,allSize,hot_dry,nonCare,Fresno,EarlyEve,90481
2050,res_unknown,allSize,hot_dry,nonCare,Fresno,Flat,15870
2050,res_unknown,allSize,hot_dry,nonCare,Fresno,FlatCool,37190
2050,res_unknown,allSize,hot_dry,nonCare,Fresno,LateEve,68709
2050,res_unknown,allSize,hot_dry,nonCare,Fresno,MrnEve,47933
2050,res_unknown,allSize,hot_dry,nonCare,Fresno,NiteFlat,16511
2050,res_unknown,allSize,hot_dry,nonCare,Fresno,NitePeak,5784
2050,res_unknown,allSize,hot_dry,nonCare,Kern,AllDay,16790
2050,res_unknown,allSize,hot_dry,nonCare,Kern,DayEve,23501
2050,res_unknown,allSize,hot_dry,nonCare,Kern,EarlyEve,17994
2050,res_unknown,allSize,hot_dry,nonCare,Kern,FlatCool,11020
2050,res_unknown,allSize,hot_dry,nonCare,Kern,LateEve,18990
2050,res_unknown,allSize,hot_dry,nonCare,Kern,MrnEve,14952
2050,res_unknown,allSize,hot_dry,nonCare,Kern,NiteFlat+Flat,9519
2050,res_unknown,allSize,hot_dry,nonCare,Kern,NitePeak,1152
2050,res_unknown,allSize,hot_dry,nonCare,NoLCA,AllDay,30705
2050,res_unknown,allSize,hot_dry,nonCare,NoLCA,DayEve,52636
2050,res_unknown,allSize,hot_dry,nonCare,NoLCA,EarlyEve,102769
2050,res_unknown,allSize,hot_dry,nonCare,NoLCA,Flat,23412
2050,res_unknown,allSize,hot_dry,nonCare,NoLCA,FlatCool,48074
2050,res_unknown,allSize,hot_dry,nonCare,NoLCA,LateEve,61017
2050,res_unknown,allSize,hot_dry,nonCare,NoLCA,MrnEve,50688
2050,res_unknown,allSize,hot_dry,nonCare,NoLCA,NiteFlat,14587
2050,res_unknown,allSize,hot_dry,nonCare,NoLCA,NitePeak,4636
2050,res_unknown,allSize,hot_dry,nonCare,North,allLshp,3766
2050,res_unknown,allSize,hot_dry,nonCare,Sierra,AllDay,29189
2050,res_unknown,allSize,hot_dry,nonCare,Sierra,DayEve,54334
2050,res_unknown,allSize,hot_dry,nonCare,Sierra,EarlyEve,103324
2050,res_unknown,allSize,hot_dry,nonCare,Sierra,Flat,15993
2050,res_unknown,allSize,hot_dry,nonCare,Sierra,FlatCool,42527
2050,res_unknown,allSize,hot_dry,nonCare,Sierra,LateEve,51833
2050,res_unknown,allSize,hot_dry,nonCare,Sierra,MrnEve,61150
2050,res_unknown,allSize,hot_dry,nonCare,Sierra,NiteFlat,9996
2050,res_unknown,allSize,hot_dry,nonCare,Sierra,NitePeak,4305
2050,res_unknown,allSize,hot_dry,nonCare,Stockton,AllDay,12068
2050,res_unknown,allSize,hot_dry,nonCare,Stockton,DayEve,21585
2050,res_unknown,allSize,hot_dry,nonCare,Stockton,EarlyEve,41468
2050,res_unknown,allSize,hot_dry,nonCare,Stockton,FlatCool,23635
2050,res_unknown,allSize,hot_dry,nonCare,Stockton,LateEve,27556
2050,res_unknown,allSize,hot_dry,nonCare,Stockton,MrnEve,23540
2050,res_unknown,allSize,hot_dry,nonCare,Stockton,NiteFlat+Flat,18317
2050,res_unknown,allSize,hot_dry,nonCare,Stockton,NitePeak,2002
2050,res_unknown,allSize,marine,Care,Bay,AllDay,5386
2050,res_unknown,allSize,marine,Care,Bay,DayEve,68837
2050,res_unknown,allSize,marine,Care,Bay,EarlyEve,138783
2050,res_unknown,allSize,marine,Care,Bay,Flat,12304
2050,res_unknown,allSize,marine,Care,Bay,FlatCool,58868
2050,res_unknown,allSize,marine,Care,Bay,LateEve,98679
2050,res_unknown,allSize,marine,Care,Bay,MrnEve,88811
2050,res_unknown,allSize,marine,Care,Bay,NiteFlat,2135
2050,res_unknown,allSize,marine,Care,Bay,NitePeak,15873
2050,res_unknown,allSize,marine,Care,Humboldt,DayEve,1860
2050,res_unknown,allSize,marine,Care,Humboldt,EarlyEve,5866
2050,res_unknown,allSize,marine,Care,Humboldt,Flat,1148
2050,res_unknown,allSize,marine,Care,Humboldt,FlatCool+AllDay,5076
2050,res_unknown,allSize,marine,Care,Humboldt,LateEve+NitePeak,4057
2050,res_unknown,allSize,marine,Care,Humboldt,MrnEve,4765
2050,res_unknown,allSize,marine,Care,NoLCA,allLshp,58364
2050,res_unknown,allSize,marine,Care,North,allLshp,108523
2050,res_unknown,allSize,marine,nonCare,Bay,AllDay,64969
2050,res_unknown,allSize,marine,nonCare,Bay,DayEve,202824
2050,res_unknown,allSize,marine,nonCare,Bay,EarlyEve,558412
2050,res_unknown,allSize,marine,nonCare,Bay,Flat,121902
2050,res_unknown,allSize,marine,nonCare,Bay,FlatCool,287482
2050,res_unknown,allSize,marine,nonCare,Bay,LateEve,416808
2050,res_unknown,allSize,marine,nonCare,Bay,MrnEve,433426
2050,res_unknown,allSize,marine,nonCare,Bay,NiteFlat,103357
2050,res_unknown,allSize,marine,nonCare,Bay,NitePeak,95692
2050,res_unknown,allSize,marine,nonCare,Humboldt,allLshp,54652
2050,res_unknown,allSize,marine,nonCare,NoLCA,AllDay,8464
2050,res_unknown,allSize,marine,nonCare,NoLCA,DayEve,25267
2050,res_unknown,allSize,marine,nonCare,NoLCA,EarlyEve,37146
2050,res_unknown,allSize,marine,nonCare,NoLCA,Flat,15832
2050,res_unknown,allSize,marine,nonCare,NoLCA,FlatCool,26343
2050,res_unknown,allSize,marine,nonCare,NoLCA,LateEve,27095
2050,res_unknown,allSize,marine,nonCare,NoLCA,MrnEve,58290
2050,res_unknown,allSize,marine,nonCare,NoLCA,NiteFlat,6318
2050,res_unknown,allSize,marine,nonCare,NoLCA,NitePeak,4867
2050,res_unknown,allSize,marine,nonCare,North,AllDay,23772
2050,res_unknown,allSize,marine,nonCare,North,DayEve,44217
2050,res_unknown,allSize,marine,nonCare,North,EarlyEve,118371
2050,res_unknown,allSize,marine,nonCare,North,Flat,23759
2050,res_unknown,allSize,marine,nonCare,North,FlatCool,59363
2050,res_unknown,allSize,marine,nonCare,North,LateEve,59122
2050,res_unknown,allSize,marine,nonCare,North,MrnEve,94092
2050,res_unknown,allSize,marine,nonCare,North,NiteFlat,12891
2050,res_unknown,allSize,marine,nonCare,North,NitePeak,10752
