vintage,building_type,size,climate,care,lca,lshp,kwh_bin,customer_count,pv_penetration,per_customer_gross_kwh,per_customer_net_kwh,per_pv_adopter_kwh
2025,res_unknown,allSize,marine,nonCare,North,NitePeak,20_40pct,2189,0.2687,7374.3,5119.4,8393.5
2025,res_unknown,allSize,marine,nonCare,North,NitePeak,40_60pct,1757,0.3538,11655.0,9356.9,6495.4
2025,res_unknown,allSize,marine,nonCare,North,NitePeak,60_80pct,1391,0.3507,16584.8,13868.0,7746.9
2025,res_unknown,allSize,marine,nonCare,North,NitePeak,80_100pct,906,0.2399,21929.6,20205.2,7189.4
2030,master_mtr,allSize,hot_dry,allCare,allLca,allLshp,0_25pct,1024,0.3807,3828.1,-3704.1,19786.2
2030,master_mtr,allSize,hot_dry,allCare,allLca,allLshp,25_50pct,963,0.1916,6535.9,2919.0,18877.4
2030,master_mtr,allSize,hot_dry,allCare,allLca,allLshp,50_75pct,1087,0.1675,13309.6,12479.1,4957.3
2030,master_mtr,allSize,hot_dry,allCare,allLca,allLshp,75_100pct,1078,0.3368,104092.6,79303.0,73602.8
2030,master_mtr,allSize,marine,Care,allLca,allLshp,0_100pct,971,0.2073,228325.4,227752.4,2763.7
2030,master_mtr,allSize,marine,nonCare,allLca,allLshp,0_50pct,6752,0.2999,3460.7,1206.9,7515.0
2030,master_mtr,allSize,marine,nonCare,allLca,allLshp,50_100pct,8243,0.2018,36810.3,34904.4,9444.8
2030,res_unknown,allSize,hot_dry,Care,Bay,allLshp,0_20pct,10309,0.6144,3005.8,-1342.5,7076.9
2030,res_unknown,allSize,hot_dry,Care,Bay,allLshp,20_40pct,16338,0.0979,3399.1,2885.5,5243.6
2030,res_unknown,allSize,hot_dry,Care,Bay,allLshp,40_60pct,15856,0.0027,4995.5,4983.9,4343.8
2030,res_unknown,allSize,hot_dry,Care,Bay,allLshp,60_80pct,15859,0.0406,7203.7,6869.9,8212.5
2030,res_unknown,allSize,hot_dry,Care,Bay,allLshp,80_100pct,15016,0.1079,12468.2,11858.2,5652.2
2030,res_unknown,allSize,hot_dry,Care,Fresno,AllDay,0_50pct,2124,1.0,9713.7,-15217.4,24931.1
2030,res_unknown,allSize,hot_dry,Care,Fresno,AllDay,50_100pct,12238,1.0,10283.4,-1342.3,11625.7
2030,res_unknown,allSize,hot_dry,Care,Fresno,DayEve,0_20pct,6981,1.0,5365.2,-3162.3,8527.5
2030,res_unknown,allSize,hot_dry,Care,Fresno,DayEve,20_40pct,10650,0.1977,5479.8,3885.9,8061.9
2030,res_unknown,allSize,hot_dry,Care,Fresno,DayEve,40_60pct,10479,0.1442,7265.1,6561.5,4879.4
2030,res_unknown,allSize,hot_dry,Care,Fresno,DayEve,60_80pct,10652,0.1597,9737.1,8410.8,8305.2
2030,res_unknown,allSize,hot_dry,Care,Fresno,DayEve,80_100pct,10722,0.2663,15654.5,13433.1,8343.3
2030,res_unknown,allSize,hot_dry,Care,Fresno,EarlyEve,0_20pct,12898,0.4787,3285.9,71.6,6715.2
2030,res_unknown,allSize,hot_dry,Care,Fresno,EarlyEve,20_40pct,17772,0.1721,4792.1,3689.6,6405.7
2030,res_unknown,allSize,hot_dry,Care,Fresno,EarlyEve,40_60pct,17413,0.0773,6284.2,5909.6,4847.9
2030,res_unknown,allSize,hot_dry,Care,Fresno,EarlyEve,60_80pct,17569,0.0256,7961.1,7866.7,3686.6
2030,res_unknown,allSize,hot_dry,Care,Fresno,EarlyEve,80_100pct,17630,0.0234,11125.5,10998.4,5420.9
2030,res_unknown,allSize,hot_dry,Care,Fresno,Flat,0_50pct,1256,0.0,1261.3,1261.3,
2030,res_unknown,allSize,hot_dry,Care,Fresno,Flat,50_100pct,1247,0.0,9045.7,9045.7,
2030,res_unknown,allSize,hot_dry,Care,Fresno,FlatCool,0_20pct,3595,0.0049,1714.3,1654.7,12267.1
2030,res_unknown,allSize,hot_dry,Care,Fresno,FlatCool,20_40pct,3640,0.0,3807.5,3807.5,
2030,res_unknown,allSize,hot_dry,Care,Fresno,FlatCool,40_60pct,3722,0.0,5757.9,5757.9,
2030,res_unknown,allSize,hot_dry,Care,Fresno,FlatCool,60_80pct,3538,0.0,8092.6,8092.6,
2030,res_unknown,allSize,hot_dry,Care,Fresno,FlatCool,80_100pct,3557,0.1068,14818.3,14698.2,1125.6
2030,res_unknown,allSize,hot_dry,Care,Fresno,LateEve,0_20pct,11368,0.3083,3646.1,1249.7,7773.0
2030,res_unknown,allSize,hot_dry,Care,Fresno,LateEve,20_40pct,12699,0.0595,5496.3,5010.3,8165.7
2030,res_unknown,allSize,hot_dry,Care,Fresno,LateEve,40_60pct,12485,0.0759,7408.2,6667.3,9764.1
2030,res_unknown,allSize,hot_dry,Care,Fresno,LateEve,60_80pct,12260,0.0154,9208.4,9069.1,9066.5
2030,res_unknown,allSize,hot_dry,Care,Fresno,LateEve,80_100pct,12111,0.0313,13748.7,13644.2,3335.0
2030,res_unknown,allSize,hot_dry,Care,Fresno,MrnEve,0_20pct,3883,0.3145,2814.0,638.3,6916.9
2030,res_unknown,allSize,hot_dry,Care,Fresno,MrnEve,20_40pct,4188,0.0972,4312.0,3674.8,6558.1
2030,res_unknown,allSize,hot_dry,Care,Fresno,MrnEve,40_60pct,4274,0.0442,5858.5,5419.6,9931.2
2030,res_unknown,allSize,hot_dry,Care,Fresno,MrnEve,60_80pct,4032,0.009,8077.7,8021.2,6300.8
2030,res_unknown,allSize,hot_dry,Care,Fresno,MrnEve,80_100pct,4247,0.045,13990.2,13889.5,2234.8
2030,res_unknown,allSize,hot_dry,Care,Fresno,NiteFlat,0_100pct,1671,0.0069,3835.5,3770.1,9531.2
2030,res_unknown,allSize,hot_dry,Care,Fresno,NitePeak,0_50pct,1407,0.1484,3585.0,3122.3,3118.5
2030,res_unknown,allSize,hot_dry,Care,Fresno,NitePeak,50_100pct,1466,0.0,11794.0,11794.0,
2030,res_unknown,allSize,hot_dry,Care,Kern,allLshp,0_20pct,11630,1.0,7004.9,-7054.1,14059.0
2030,res_unknown,allSize,hot_dry,Care,Kern,allLshp,20_40pct,17316,0.2073,5160.4,3189.9,9503.7
2030,res_unknown,allSize,hot_dry,Care,Kern,allLshp,40_60pct,17203,0.0984,6914.6,6129.0,7984.5
2030,res_unknown,allSize,hot_dry,Care,Kern,allLshp,60_80pct,16514,0.0467,8798.9,8451.7,7439.5
2030,res_unknown,allSize,hot_dry,Care,Kern,allLshp,80_100pct,16641,0.0118,12820.2,12717.6,8679.3
2030,res_unknown,allSize,hot_dry,Care,NoLCA,AllDay,0_100pct,6556,1.0,9340.4,-3164.3,12504.7
2030,res_unknown,allSize,hot_dry,Care,NoLCA,DayEve,0_20pct,5864,0.8235,4531.6,-1713.4,7583.2
2030,res_unknown,allSize,hot_dry,Care,NoLCA,DayEve,20_40pct,7476,0.2938,5391.8,3380.4,6846.2
2030,res_unknown,allSize,hot_dry,Care,NoLCA,DayEve,40_60pct,7161,0.1048,7069.4,6138.2,8884.0
2030,res_unknown,allSize,hot_dry,Care,NoLCA,DayEve,60_80pct,7512,0.0505,9244.5,8845.1,7912.0
2030,res_unknown,allSize,hot_dry,Care,NoLCA,DayEve,80_100pct,6955,0.0543,15165.0,14631.1,9828.1
2030,res_unknown,allSize,hot_dry,Care,NoLCA,EarlyEve,0_20pct,7447,0.6679,3243.5,-865.6,6152.2
2030,res_unknown,allSize,hot_dry,Care,NoLCA,EarlyEve,20_40pct,12368,0.1095,4131.8,3544.9,5359.2
2030,res_unknown,allSize,hot_dry,Care,NoLCA,EarlyEve,40_60pct,11902,0.0795,6047.5,5440.8,7627.2
2030,res_unknown,allSize,hot_dry,Care,NoLCA,EarlyEve,60_80pct,11770,0.0777,7661.5,7290.5,4773.2
2030,res_unknown,allSize,hot_dry,Care,NoLCA,EarlyEve,80_100pct,11173,0.0,11025.4,11025.4,
2030,res_unknown,allSize,hot_dry,Care,NoLCA,FlatCool,0_20pct,4422,0.0899,2117.7,1552.3,6291.8
2030,res_unknown,allSize,hot_dry,Care,NoLCA,FlatCool,20_40pct,4342,0.0,3992.5,3992.5,
2030,res_unknown,allSize,hot_dry,Care,NoLCA,FlatCool,40_60pct,4211,0.0,5805.2,5805.2,
2030,res_unknown,allSize,hot_dry,Care,NoLCA,FlatCool,60_80pct,4374,0.0,7833.7,7833.7,
2030,res_unknown,allSize,hot_dry,Care,NoLCA,FlatCool,80_100pct,3988,0.0945,13993.5,12661.5,14101.7
2030,res_unknown,allSize,hot_dry,Care,NoLCA,LateEve,0_20pct,7263,0.1564,2758.4,1654.3,7058.1
2030,res_unknown,allSize,hot_dry,Care,NoLCA,LateEve,20_40pct,7950,0.0257,4832.8,4753.8,3077.0
2030,res_unknown,allSize,hot_dry,Care,NoLCA,LateEve,40_60pct,7849,0.0479,6838.6,6720.7,2460.5
2030,res_unknown,allSize,hot_dry,Care,NoLCA,LateEve,60_80pct,7414,0.0259,9083.1,8799.9,10933.9
2030,res_unknown,allSize,hot_dry,Care,NoLCA,LateEve,80_100pct,6999,0.0298,14585.4,14485.0,3370.9
2030,res_unknown,allSize,hot_dry,Care,NoLCA,MrnEve,0_20pct,2967,0.1578,2097.1,1486.5,3869.8
2030,res_unknown,allSize,hot_dry,Care,NoLCA,MrnEve,20_40pct,3272,0.058,4053.3,3436.1,10642.1
2030,res_unknown,allSize,hot_dry,Care,NoLCA,MrnEve,40_60pct,3244,0.0023,6024.3,6003.6,8966.6
2030,res_unknown,allSize,hot_dry,Care,NoLCA,MrnEve,60_80pct,3369,0.1133,8686.7,7780.3,8000.9
2030,res_unknown,allSize,hot_dry,Care,NoLCA,MrnEve,80_100pct,3065,0.1221,14946.2,14214.5,5990.8
2030,res_unknown,allSize,hot_dry,Care,NoLCA,NiteFlat+Flat,0_25pct,1058,0.0,583.2,583.2,
2030,res_unknown,allSize,hot_dry,Care,NoLCA,NiteFlat+Flat,25_50pct,1091,0.1772,2745.5,2081.0,3749.2
2030,res_unknown,allSize,hot_dry,Care,NoLCA,NiteFlat+Flat,50_75pct,1040,0.0,5297.1,5297.1,
2030,res_unknown,allSize,hot_dry,Care,NoLCA,NiteFlat+Flat,75_100pct,1096,0.174,12151.7,10805.3,7738.9
2030,res_unknown,allSize,hot_dry,Care,NoLCA,NitePeak,0_100pct,1143,0.0208,6311.7,6088.5,10753.1
2030,res_unknown,allSize,hot_dry,Care,North,allLshp,0_25pct,130,1.0,5935.7,-2452.6,8388.2
2030,res_unknown,allSize,hot_dry,Care,North,allLshp,25_50pct,158,0.0255,5813.2,5583.1,9023.9
2030,res_unknown,allSize,hot_dry,Care,North,allLshp,50_75pct,151,0.0,7993.5,7993.5,
2030,res_unknown,allSize,hot_dry,Care,North,allLshp,75_100pct,114,0.0,12033.7,12033.7,
2030,res_unknown,allSize,hot_dry,Care,Sierra,allLshp,0_20pct,14581,0.5629,2982.2,-923.5,6938.2
2030,res_unknown,allSize,hot_dry,Care,Sierra,allLshp,20_40pct,22196,0.1144,4166.9,3463.0,6152.4
2030,res_unknown,allSize,hot_dry,Care,Sierra,allLshp,40_60pct,21845,0.0446,6270.5,5879.9,8761.1
2030,res_unknown,allSize,hot_dry,Care,Sierra,allLshp,60_80pct,21065,0.0547,8807.5,8399.9,7454.0
2030,res_unknown,allSize,hot_dry,Care,Sierra,allLshp,80_100pct,20537,0.0654,16408.9,15772.3,9733.4
2030,res_unknown,allSize,hot_dry,Care,Stockton,allLshp,0_20pct,9846,0.5692,2955.3,-691.2,6406.9
2030,res_unknown,allSize,hot_dry,Care,Stockton,allLshp,20_40pct,15304,0.1247,4268.6,3385.9,7076.2
2030,res_unknown,allSize,hot_dry,Care,Stockton,allLshp,40_60pct,15296,0.0766,6206.9,5630.1,7528.6
2030,res_unknown,allSize,hot_dry,Care,Stockton,allLshp,60_80pct,15087,0.0757,8317.8,7812.6,6675.5
2030,res_unknown,allSize,hot_dry,Care,Stockton,allLshp,80_100pct,14701,0.0405,13080.0,12900.0,4439.9
2030,res_unknown,allSize,hot_dry,nonCare,Bay,AllDay,0_50pct,12470,1.0,9568.4,-12494.6,22063.0
2030,res_unknown,allSize,hot_dry,nonCare,Bay,AllDay,50_100pct,21311,1.0,13628.4,2853.6,10774.7
2030,res_unknown,allSize,hot_dry,nonCare,Bay,DayEve,0_20pct,6426,1.0,10102.3,-12409.7,22512.1
2030,res_unknown,allSize,hot_dry,nonCare,Bay,DayEve,20_40pct,10339,1.0,7968.2,-2193.0,10161.2
2030,res_unknown,allSize,hot_dry,nonCare,Bay,DayEve,40_60pct,10767,0.4824,8200.6,4226.2,8238.0
2030,res_unknown,allSize,hot_dry,nonCare,Bay,DayEve,60_80pct,11362,0.2226,9828.9,7857.9,8856.6
2030,res_unknown,allSize,hot_dry,nonCare,Bay,DayEve,80_100pct,10848,0.1018,17065.9,15974.2,10721.5
2030,res_unknown,allSize,hot_dry,nonCare,Bay,EarlyEve,0_20pct,17396,1.0,6862.9,-8275.7,15138.6
2030,res_unknown,allSize,hot_dry,nonCare,Bay,EarlyEve,20_40pct,28338,0.4535,4309.5,1096.1,7085.3
2030,res_unknown,allSize,hot_dry,nonCare,Bay,EarlyEve,40_60pct,28294,0.1635,5427.5,4247.3,7220.1
2030,res_unknown,allSize,hot_dry,nonCare,Bay,EarlyEve,60_80pct,27772,0.1085,7209.2,6531.2,6251.6
2030,res_unknown,allSize,hot_dry,nonCare,Bay,EarlyEve,80_100pct,26515,0.0827,10987.5,10110.4,10602.9
2030,res_unknown,allSize,hot_dry,nonCare,Bay,FlatCool,0_20pct,7308,0.226,2170.4,-100.6,10046.5
2030,res_unknown,allSize,hot_dry,nonCare,Bay,FlatCool,20_40pct,7376,0.0723,3446.6,2590.6,11833.9
2030,res_unknown,allSize,hot_dry,nonCare,Bay,FlatCool,40_60pct,7091,0.0261,5057.3,4693.6,13952.8
2030,res_unknown,allSize,hot_dry,nonCare,Bay,FlatCool,60_80pct,7022,0.0842,7755.6,7250.4,6001.1
2030,res_unknown,allSize,hot_dry,nonCare,Bay,FlatCool,80_100pct,6895,0.0592,15929.4,15629.2,5066.4
2030,res_unknown,allSize,hot_dry,nonCare,Bay,LateEve,0_20pct,10209,0.9668,4309.4,-2218.1,6751.7
2030,res_unknown,allSize,hot_dry,nonCare,Bay,LateEve,20_40pct,12579,0.2798,5519.3,3639.2,6718.6
2030,res_unknown,allSize,hot_dry,nonCare,Bay,LateEve,40_60pct,12225,0.1923,7962.1,6722.4,6448.1
2030,res_unknown,allSize,hot_dry,nonCare,Bay,LateEve,60_80pct,11125,0.1316,11492.0,10394.4,8341.4
2030,res_unknown,allSize,hot_dry,nonCare,Bay,LateEve,80_100pct,10185,0.1243,18398.7,17564.2,6712.2
2030,res_unknown,allSize,hot_dry,nonCare,Bay,MrnEve,0_20pct,10557,1.0,4917.0,-3278.1,8195.1
2030,res_unknown,allSize,hot_dry,nonCare,Bay,MrnEve,20_40pct,12647,0.2582,4573.0,3118.9,5630.9
2030,res_unknown,allSize,hot_dry,nonCare,Bay,MrnEve,40_60pct,12424,0.1101,6278.9,5630.9,5887.4
2030,res_unknown,allSize,hot_dry,nonCare,Bay,MrnEve,60_80pct,12770,0.1993,8786.3,7232.4,7795.8
2030,res_unknown,allSize,hot_dry,nonCare,Bay,MrnEve,80_100pct,12375,0.1608,14422.1,12478.5,12089.1
2030,res_unknown,allSize,hot_dry,nonCare,Bay,NiteFlat+Flat,0_20pct,5441,0.0124,211.6,158.2,4306.1
2030,res_unknown,allSize,hot_dry,nonCare,Bay,NiteFlat+Flat,20_40pct,5598,0.0,420.2,420.2,
2030,res_unknown,allSize,hot_dry,nonCare,Bay,NiteFlat+Flat,40_60pct,5542,0.0334,1165.8,1055.2,3314.4
2030,res_unknown,allSize,hot_dry,nonCare,Bay,NiteFlat+Flat,60_80pct,5192,0.0,2192.9,2192.9,
2030,res_unknown,allSize,hot_dry,nonCare,Bay,NiteFlat+Flat,80_100pct,5336,0.0411,19374.0,18798.7,14010.5
2030,res_unknown,allSize,hot_dry,nonCare,Bay,NitePeak,0_20pct,3287,1.0,7696.8,-1501.6,9198.4
2030,res_unknown,allSize,hot_dry,nonCare,Bay,NitePeak,20_40pct,2882,0.7614,9249.6,3602.5,7416.6
2030,res_unknown,allSize,hot_dry,nonCare,Bay,NitePeak,40_60pct,2077,0.7132,12772.8,7267.0,7719.3
2030,res_unknown,allSize,hot_dry,nonCare,Bay,NitePeak,60_80pct,2116,0.4388,16473.7,12703.9,8591.6
2030,res_unknown,allSize,hot_dry,nonCare,Bay,NitePeak,80_100pct,2016,0.3982,25848.2,22275.2,8972.0
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,AllDay,0_50pct,11077,1.0,11660.8,-18374.1,30034.9
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,AllDay,50_100pct,17575,1.0,14248.1,-4107.9,18356.1
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,DayEve,0_20pct,8260,1.0,10819.9,-13819.6,24639.5
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,DayEve,20_40pct,10342,1.0,9996.4,-4803.1,14799.5
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,DayEve,40_60pct,10300,0.6753,9773.9,2541.0,10711.1
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,DayEve,60_80pct,10347,0.2899,11170.8,7621.0,12246.1
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,DayEve,80_100pct,10427,0.2362,17310.7,14233.8,13028.7
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,EarlyEve,0_20pct,12327,1.0,5523.5,-7332.8,12856.3
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,EarlyEve,20_40pct,16360,0.8278,5913.5,-1301.2,8715.8
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,EarlyEve,40_60pct,15910,0.279,6329.9,4119.3,7923.5
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,EarlyEve,60_80pct,16359,0.127,8105.5,7152.1,7509.4
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,EarlyEve,80_100pct,16117,0.0771,12051.1,11284.3,9945.8
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,Flat,0_20pct,2651,0.0,394.5,394.5,
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,Flat,20_40pct,2731,0.0,1027.8,1027.8,
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,Flat,40_60pct,2685,0.0,1599.2,1599.2,
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,Flat,60_80pct,2760,0.0,2349.4,2349.4,
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,Flat,80_100pct,2692,0.0,8204.0,8204.0,
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,FlatCool,0_20pct,6505,0.0674,1367.2,591.9,11509.7
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,FlatCool,20_40pct,6375,0.0583,3093.7,2696.8,6809.6
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,FlatCool,40_60pct,6125,0.1,5530.7,4438.4,10920.2
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,FlatCool,60_80pct,6333,0.3183,9285.1,5900.7,10631.5
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,FlatCool,80_100pct,6341,0.181,17707.1,15733.1,10909.3
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,LateEve,0_20pct,11745,0.4691,2481.2,-2289.3,10169.7
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,LateEve,20_40pct,12179,0.5032,5204.1,1353.6,7652.0
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,LateEve,40_60pct,11671,0.3428,8057.2,5199.7,8335.9
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,LateEve,60_80pct,11905,0.1091,10723.0,9882.7,7698.3
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,LateEve,80_100pct,11026,0.1408,18503.6,17589.4,6494.9
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,MrnEve,0_20pct,7035,1.0,8820.0,-7940.9,16760.9
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,MrnEve,20_40pct,8408,0.3789,6092.3,2909.0,8401.8
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,MrnEve,40_60pct,8262,0.3178,8556.2,5792.3,8697.7
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,MrnEve,60_80pct,8734,0.1913,10944.8,9502.3,7539.3
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,MrnEve,80_100pct,8390,0.1418,17777.6,16677.3,7759.3
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,NiteFlat,0_20pct,2831,0.0619,273.5,-67.7,5514.9
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,NiteFlat,20_40pct,2731,0.0,476.6,476.6,
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,NiteFlat,40_60pct,2797,0.0,1272.9,1272.9,
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,NiteFlat,60_80pct,2822,0.1317,2869.2,1913.6,7257.5
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,NiteFlat,80_100pct,2883,0.1244,9537.7,7823.0,13783.4
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,NitePeak,0_20pct,1140,0.4552,4403.3,278.8,9060.9
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,NitePeak,20_40pct,1077,0.2945,6040.6,3001.0,10322.4
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,NitePeak,40_60pct,1009,0.1217,8891.0,7302.0,13054.5
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,NitePeak,60_80pct,941,0.1652,14482.0,13128.1,8195.6
2030,res_unknown,allSize,hot_dry,nonCare,Fresno,NitePeak,80_100pct,760,0.4093,24473.6,17406.8,17264.6
2030,res_unknown,allSize,hot_dry,nonCare,Kern,AllDay,0_50pct,6802,1.0,12144.9,-18530.8,30675.7
2030,res_unknown,allSize,hot_dry,nonCare,Kern,AllDay,50_100pct,7500,1.0,14363.0,-5828.9,20191.9
2030,res_unknown,allSize,hot_dry,nonCare,Kern,DayEve,0_20pct,3839,1.0,11740.7,-16239.8,27980.5
2030,res_unknown,allSize,hot_dry,nonCare,Kern,DayEve,20_40pct,3962,1.0,11633.8,-7810.4,19444.2
2030,res_unknown,allSize,hot_dry,nonCare,Kern,DayEve,40_60pct,4102,0.5747,9818.6,2800.2,12211.5
2030,res_unknown,allSize,hot_dry,nonCare,Kern,DayEve,60_80pct,4040,0.3651,11034.5,8263.5,7590.0
2030,res_unknown,allSize,hot_dry,nonCare,Kern,DayEve,80_100pct,4076,0.139,15346.0,14358.2,7104.3
2030,res_unknown,allSize,hot_dry,nonCare,Kern,EarlyEve,0_20pct,2870,1.0,9289.0,-14174.1,23463.1
2030,res_unknown,allSize,hot_dry,nonCare,Kern,EarlyEve,20_40pct,3228,0.7332,5875.4,-1642.7,10254.1
2030,res_unknown,allSize,hot_dry,nonCare,Kern,EarlyEve,40_60pct,3079,0.3057,6505.5,3918.7,8460.6
2030,res_unknown,allSize,hot_dry,nonCare,Kern,EarlyEve,60_80pct,3131,0.2356,8001.2,6296.2,7235.5
2030,res_unknown,allSize,hot_dry,nonCare,Kern,EarlyEve,80_100pct,3019,0.1853,11681.7,10700.7,5293.6
2030,res_unknown,allSize,hot_dry,nonCare,Kern,FlatCool,0_20pct,1945,0.235,3106.9,-417.3,14995.8
2030,res_unknown,allSize,hot_dry,nonCare,Kern,FlatCool,20_40pct,1901,0.0949,4702.8,3826.0,9240.6
2030,res_unknown,allSize,hot_dry,nonCare,Kern,FlatCool,40_60pct,1712,0.3094,8058.7,5470.2,8365.9
2030,res_unknown,allSize,hot_dry,nonCare,Kern,FlatCool,60_80pct,1877,0.0,9042.9,9042.9,
2030,res_unknown,allSize,hot_dry,nonCare,Kern,FlatCool,80_100pct,1952,0.2739,18776.1,14640.6,15100.1
2030,res_unknown,allSize,hot_dry,nonCare,Kern,LateEve,0_20pct,3168,1.0,6631.5,-8030.0,14661.6
2030,res_unknown,allSize,hot_dry,nonCare,Kern,LateEve,20_40pct,3289,0.6699,6875.2,955.3,8836.4
2030,res_unknown,allSize,hot_dry,nonCare,Kern,LateEve,40_60pct,3431,0.2065,7175.0,6411.6,3696.9
2030,res_unknown,allSize,hot_dry,nonCare,Kern,LateEve,60_80pct,3157,0.1305,10558.0,9331.1,9400.6
2030,res_unknown,allSize,hot_dry,nonCare,Kern,LateEve,80_100pct,3130,0.0877,15162.7,14702.0,5252.4
2030,res_unknown,allSize,hot_dry,nonCare,Kern,MrnEve,0_20pct,2524,1.0,7559.0,-4921.2,12480.2
2030,res_unknown,allSize,hot_dry,nonCare,Kern,MrnEve,20_40pct,2583,0.2734,6706.4,4733.6,7217.0
2030,res_unknown,allSize,hot_dry,nonCare,Kern,MrnEve,40_60pct,2598,0.0,7766.5,7766.5,
2030,res_unknown,allSize,hot_dry,nonCare,Kern,MrnEve,60_80pct,2582,0.1367,10169.0,9329.9,6139.5
2030,res_unknown,allSize,hot_dry,nonCare,Kern,MrnEve,80_100pct,2450,0.072,17019.4,16333.6,9518.6
2030,res_unknown,allSize,hot_dry,nonCare,Kern,NiteFlat+Flat,0_20pct,1676,0.0,166.7,166.7,
2030,res_unknown,allSize,hot_dry,nonCare,Kern,NiteFlat+Flat,20_40pct,1609,0.0,309.7,309.7,
2030,res_unknown,allSize,hot_dry,nonCare,Kern,NiteFlat+Flat,40_60pct,1607,0.0,819.2,819.2,
2030,res_unknown,allSize,hot_dry,nonCare,Kern,NiteFlat+Flat,60_80pct,1585,0.0,1672.7,1672.7,
2030,res_unknown,allSize,hot_dry,nonCare,Kern,NiteFlat+Flat,80_100pct,1631,0.0,7718.6,7718.6,
2030,res_unknown,allSize,hot_dry,nonCare,Kern,NitePeak,0_100pct,981,0.5307,12822.8,8066.6,8962.3
2030,res_unknown,allSize,hot_dry,nonCare,NoLCA,AllDay,0_50pct,9754,1.0,10313.6,-15647.9,25961.5
2030,res_unknown,allSize,hot_dry,nonCare,NoLCA,AllDay,50_100pct,16400,1.0,13842.2,-2074.1,15916.3
2030,res_unknown,allSize,hot_dry,nonCare,NoLCA,DayEve,0_20pct,6753,1.0,11280.7,-15978.4,27259.2
2030,res_unknown,allSize,hot_dry,nonCare,NoLCA,DayEve,20_40pct,9475,1.0,8500.4,-3409.9,11910.4
2030,res_unknown,allSize,hot_dry,nonCare,NoLCA,DayEve,40_60pct,9551,0.1606,7191.9,5807.4,8619.0
2030,res_unknown,allSize,hot_dry,nonCare,NoLCA,DayEve,60_80pct,9456,0.2356,10417.5,7889.7,10728.5
2030,res_unknown,allSize,hot_dry,nonCare,NoLCA,DayEve,80_100pct,9601,0.1775,15679.8,13333.5,13217.7
2030,res_unknown,allSize,hot_dry,nonCare,NoLCA,EarlyEve,0_20pct,13078,1.0,6018.0,-8589.1,14607.1
2030,res_unknown,allSize,hot_dry,nonCare,NoLCA,EarlyEve,20_40pct,18796,0.6537,4905.7,-77.0,7622.4
2030,res_unknown,allSize,hot_dry,nonCare,NoLCA,EarlyEve,40_60pct,18864,0.2075,5754.9,4423.6,6417.3
2030,res_unknown,allSize,hot_dry,nonCare,NoLCA,EarlyEve,60_80pct,18475,0.1168,7737.8,6799.0,8035.8
2030,res_unknown,allSize,hot_dry,nonCare,NoLCA,EarlyEve,80_100pct,18326,0.0843,11185.2,10746.1,5210.7
2030,res_unknown,allSize,hot_dry,nonCare,NoLCA,Flat,0_20pct,4107,0.0,440.2,440.2,
2030,res_unknown,allSize,hot_dry,nonCare,NoLCA,Flat,20_40pct,4003,0.0,1027.3,1027.3,
2030,res_unknown,allSize,hot_dry,nonCare,NoLCA,Flat,40_60pct,3934,0.0,1733.5,1733.5,
