scenario,cluster,end_use,varies_across_selection,penetration,avg_kwh_per_customer_annual,typical_kwh_per_adopter_annual,mode
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NiteFlat+Flat-80_100pct,other,False,1.0,5037.873,5037.873,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NiteFlat+Flat-80_100pct,pool_pump,False,0.15,1209.39,8062.598,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NiteFlat+Flat-80_100pct,refrigeration,False,1.0,3665.575,3665.575,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NiteFlat+Flat-80_100pct,spa_heater,False,0.08,280.876,3510.956,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NiteFlat+Flat-80_100pct,spa_pump,False,0.12,109.744,914.537,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NiteFlat+Flat-80_100pct,television,False,0.65,818.085,1258.592,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NiteFlat+Flat-80_100pct,washer,False,0.9,172.758,191.953,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NiteFlat+Flat-80_100pct,outdoor_lighting,False,0.74,569.895,770.129,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NiteFlat+Flat-80_100pct,water_heating,True,0.1042341702973264,769.653,7383.882,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NiteFlat+Flat-80_100pct,office_equipment,False,0.18,28.145,156.36,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NiteFlat+Flat-80_100pct,pc,False,0.83,765.998,922.889,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NiteFlat+Flat-80_100pct,ev_level1,True,0.0378470719246416,155.491,4108.411,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NiteFlat+Flat-80_100pct,ev_level2,True,0.0468396613282238,266.871,5697.552,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NiteFlat+Flat-80_100pct,heating,True,0.2545690084984649,645.627,2536.158,typical
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NiteFlat+Flat-80_100pct,cooling,True,0.3088466057927436,103.36,334.664,typical
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-FlatCool-80_100pct,cooking,False,0.53,520.617,982.296,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-FlatCool-80_100pct,dishwasher,False,0.79,129.845,164.361,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-FlatCool-80_100pct,dryer,False,0.53,559.0,1054.716,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-FlatCool-80_100pct,freezer,False,0.27,498.989,1848.106,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-FlatCool-80_100pct,ventilation,False,0.77,324.55,421.494,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-FlatCool-80_100pct,indoor_lighting,False,1.0,1246.039,1246.039,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-FlatCool-80_100pct,other,False,1.0,3566.208,3566.208,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-FlatCool-80_100pct,pool_pump,False,0.15,895.975,5973.167,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-FlatCool-80_100pct,refrigeration,False,1.0,2611.731,2611.731,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-FlatCool-80_100pct,spa_heater,False,0.08,205.836,2572.945,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-FlatCool-80_100pct,spa_pump,False,0.12,78.764,656.369,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-FlatCool-80_100pct,television,False,0.65,611.904,941.39,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-FlatCool-80_100pct,washer,False,0.9,133.775,148.639,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-FlatCool-80_100pct,outdoor_lighting,False,0.74,411.234,555.722,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-FlatCool-80_100pct,water_heating,True,0.1042341702973264,544.951,5228.137,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-FlatCool-80_100pct,office_equipment,False,0.18,19.923,110.684,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-FlatCool-80_100pct,pc,False,0.83,542.234,653.295,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-FlatCool-80_100pct,ev_level1,True,0.1255007386108803,352.852,2811.556,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-FlatCool-80_100pct,ev_level2,True,0.1553201289833002,640.437,4123.334,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-FlatCool-80_100pct,heating,True,0.4330070515430871,530.602,1225.389,typical
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-FlatCool-80_100pct,cooling,True,0.8742963571910964,800.492,915.584,typical
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-DayEve-80_100pct,cooking,False,0.53,618.891,1167.719,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-DayEve-80_100pct,dishwasher,False,0.79,154.369,195.404,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-DayEve-80_100pct,dryer,False,0.53,677.315,1277.953,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-DayEve-80_100pct,freezer,False,0.27,537.871,1992.116,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-DayEve-80_100pct,ventilation,False,0.77,355.67,461.909,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-DayEve-80_100pct,indoor_lighting,False,1.0,1364.664,1364.664,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-DayEve-80_100pct,other,False,1.0,3806.165,3806.165,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-DayEve-80_100pct,pool_pump,False,0.15,1052.665,7017.765,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-DayEve-80_100pct,refrigeration,False,1.0,2814.451,2814.451,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-DayEve-80_100pct,spa_heater,False,0.08,217.192,2714.898,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-DayEve-80_100pct,spa_pump,False,0.12,87.49,729.081,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-DayEve-80_100pct,television,False,0.65,685.776,1055.039,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-DayEve-80_100pct,washer,False,0.9,165.714,184.126,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-DayEve-80_100pct,outdoor_lighting,False,0.74,450.384,608.628,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-DayEve-80_100pct,water_heating,True,0.1042341702973264,580.48,5568.996,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-DayEve-80_100pct,office_equipment,False,0.18,21.264,118.132,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-DayEve-80_100pct,pc,False,0.83,578.719,697.252,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-DayEve-80_100pct,ev_level1,True,0.1220935617602657,329.599,2699.559,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-DayEve-80_100pct,ev_level2,True,0.1511033956495851,618.612,4093.967,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-DayEve-80_100pct,heating,True,0.1145892584688846,143.95,1256.222,typical
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-DayEve-80_100pct,cooling,True,0.9785264413428804,1170.491,1196.177,typical
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-MrnEve-80_100pct,cooking,False,0.53,503.035,949.124,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-MrnEve-80_100pct,dishwasher,False,0.79,122.798,155.44,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-MrnEve-80_100pct,dryer,False,0.53,526.228,992.882,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-MrnEve-80_100pct,freezer,False,0.27,434.775,1610.279,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-MrnEve-80_100pct,ventilation,False,0.77,299.582,389.068,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-MrnEve-80_100pct,indoor_lighting,False,1.0,1125.918,1125.918,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-MrnEve-80_100pct,other,False,1.0,3126.366,3126.366,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-MrnEve-80_100pct,pool_pump,False,0.15,816.626,5444.17,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-MrnEve-80_100pct,refrigeration,False,1.0,2281.021,2281.021,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-MrnEve-80_100pct,spa_heater,False,0.08,185.536,2319.2,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-MrnEve-80_100pct,spa_pump,False,0.12,70.15,584.587,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-MrnEve-80_100pct,television,False,0.65,536.841,825.908,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-MrnEve-80_100pct,washer,False,0.9,128.616,142.907,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-MrnEve-80_100pct,outdoor_lighting,False,0.74,371.59,502.149,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-MrnEve-80_100pct,water_heating,True,0.1042341702973264,520.104,4989.765,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-MrnEve-80_100pct,office_equipment,False,0.18,17.466,97.033,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-MrnEve-80_100pct,pc,False,0.83,475.357,572.72,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-MrnEve-80_100pct,ev_level1,True,0.1562733302372343,350.274,2241.422,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-MrnEve-80_100pct,ev_level2,True,0.1934043901076515,627.582,3244.921,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-MrnEve-80_100pct,heating,True,0.3617097652706263,561.079,1551.186,typical
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-MrnEve-80_100pct,cooling,True,0.8738679235901932,633.01,724.377,typical
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-EarlyEve-80_100pct,cooking,False,0.53,396.264,747.668,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-EarlyEve-80_100pct,dishwasher,False,0.79,96.07,121.607,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-EarlyEve-80_100pct,dryer,False,0.53,403.103,760.571,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-EarlyEve-80_100pct,freezer,False,0.27,325.792,1206.636,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-EarlyEve-80_100pct,ventilation,False,0.77,227.488,295.44,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-EarlyEve-80_100pct,indoor_lighting,False,1.0,852.0,852.0,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-EarlyEve-80_100pct,other,False,1.0,2317.284,2317.284,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-EarlyEve-80_100pct,pool_pump,False,0.15,608.271,4055.139,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-EarlyEve-80_100pct,refrigeration,False,1.0,1707.002,1707.002,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-EarlyEve-80_100pct,spa_heater,False,0.08,143.879,1798.49,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-EarlyEve-80_100pct,spa_pump,False,0.12,51.562,429.682,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-EarlyEve-80_100pct,television,False,0.65,441.788,679.674,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-EarlyEve-80_100pct,washer,False,0.9,96.295,106.994,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-EarlyEve-80_100pct,outdoor_lighting,False,0.74,281.188,379.984,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-EarlyEve-80_100pct,water_heating,True,0.1042341702973264,359.411,3448.107,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-EarlyEve-80_100pct,office_equipment,False,0.18,12.946,71.922,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-EarlyEve-80_100pct,pc,False,0.83,352.338,424.504,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-EarlyEve-80_100pct,ev_level1,True,0.1518909693072719,263.007,1731.549,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-EarlyEve-80_100pct,ev_level2,True,0.1879807657335865,514.865,2738.922,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-EarlyEve-80_100pct,heating,True,0.1037939877534265,65.421,630.297,typical
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-EarlyEve-80_100pct,cooling,True,0.9494811820186184,954.458,1005.242,typical
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-80_100pct,cooking,False,0.53,464.955,877.274,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-80_100pct,dishwasher,False,0.79,116.991,148.09,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-80_100pct,dryer,False,0.53,489.135,922.897,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-80_100pct,freezer,False,0.27,440.551,1631.671,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-80_100pct,ventilation,False,0.77,289.78,376.338,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-80_100pct,indoor_lighting,False,1.0,1124.498,1124.498,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-80_100pct,other,False,1.0,3145.881,3145.881,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-80_100pct,pool_pump,False,0.15,764.273,5095.154,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-80_100pct,refrigeration,False,1.0,2305.242,2305.242,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-80_100pct,spa_heater,False,0.08,186.273,2328.406,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-80_100pct,spa_pump,False,0.12,67.959,566.329,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-80_100pct,television,False,0.65,579.884,892.129,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-80_100pct,washer,False,0.9,114.571,127.301,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-80_100pct,outdoor_lighting,False,0.74,371.122,501.516,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-80_100pct,water_heating,True,0.1042341702973265,473.076,4538.588,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-80_100pct,office_equipment,False,0.18,17.575,97.639,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-80_100pct,pc,False,0.83,478.325,576.295,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-80_100pct,ev_level1,True,0.4469067405355493,1521.954,3405.53,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-80_100pct,ev_level2,True,0.5530932594644505,2771.044,5010.085,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-80_100pct,heating,True,0.3240853714326662,632.53,1951.739,typical
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-LateEve-80_100pct,cooling,True,0.9225744522958592,922.903,1000.356,typical
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,cooking,False,0.53,579.949,1094.244,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,dishwasher,False,0.79,152.176,192.628,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,dryer,False,0.53,641.896,1211.124,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,freezer,False,0.27,612.222,2267.487,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,ventilation,False,0.77,378.511,491.572,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,indoor_lighting,False,1.0,1546.308,1546.308,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,other,False,1.0,4379.812,4379.812,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,pool_pump,False,0.15,1021.622,6810.816,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,refrigeration,False,1.0,3203.514,3203.514,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,spa_heater,False,0.08,240.938,3011.731,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,spa_pump,False,0.12,93.235,776.962,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,television,False,0.65,823.519,1266.953,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,washer,False,0.9,146.884,163.205,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,outdoor_lighting,False,0.74,510.333,689.639,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,water_heating,True,0.1042341702973265,626.127,6006.929,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,office_equipment,False,0.18,24.469,135.936,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,pc,False,0.83,665.941,802.339,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,ev_level1,True,0.4469067405355493,3440.047,7697.46,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,ev_level2,True,0.5530932594644506,7082.503,12805.26,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,heating,True,0.4069389867644674,1087.429,2672.215,typical
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,cooling,True,0.8421803824385682,666.974,791.961,typical
