scenario,cluster,end_use,varies_across_selection,penetration,avg_kwh_per_customer_annual,typical_kwh_per_adopter_annual,mode
anonymized-1in10-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,office_equipment,False,0.18,24.491,136.064,average
anonymized-1in10-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,pc,False,0.83,666.566,803.092,average
anonymized-1in10-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,ev_level1,True,0.4469067405355493,3440.039,7697.442,average
anonymized-1in10-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,ev_level2,True,0.5530932594644506,7082.474,12805.208,average
anonymized-1in10-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,heating,True,0.403892811542743,1112.134,2753.536,typical
anonymized-1in10-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NitePeak-80_100pct,cooling,True,0.8421803824385682,1008.369,1197.331,typical
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NiteFlat+Flat-80_100pct,cooking,False,0.53,667.766,1259.936,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NiteFlat+Flat-80_100pct,dishwasher,False,0.79,168.923,213.826,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NiteFlat+Flat-80_100pct,dryer,False,0.53,733.349,1383.677,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NiteFlat+Flat-80_100pct,freezer,False,0.27,699.855,2592.054,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NiteFlat+Flat-80_100pct,ventilation,False,0.77,430.382,558.938,average
anonymized-1in2-midDemand-with_EE_FS-2025,res-pge-res_unknown-allSize-hot_dry-nonCare-Bay-NiteFlat+Flat-80_100pct,indoor_lighting,False,1.0,1726.782,1726.782,average
